personid,gender,birthmonth,birthyear,highestgradecompleted,maritalstatus,childathome,childnotathome,wageincome,weeklyhrscomputer,weeklyhrstv,nightlyhrssleep,satverbal,satmath,gpaoverall,gpaenglish,gpamath,gpascience,highestdegree,govprovidejobs,govpricecontrols,govhealthcare,govelderliving,govindhelp,govunemp,govincomediff,govcollegefinance,govdecenthousing,govprotectenvironment,weeksworked00,weeksworked01,weeksworked02,weeksworked03,weeksworked04,weeksworked05,weeksworked06,weeksworked07,weeksworked08,weeksworked09,weeksworked10,weeksworked11,weeksworked12,weeksworked13,weeksworked14,weeksworked15,weeksworked16,weeksworked17,colenrfeb97,colenroct97,colenrfeb98,colenroct98,colenrfeb99,colenroct99,colenrfeb00,colenroct00,colenrfeb01,colenroct01,colenrfeb02,colenroct02,colenrfeb03,colenroct03,colenrfeb04,colenroct04,colenrfeb05,colenroct05,colenrfeb06,colenroct06,colenrfeb07,colenroct07,colenrfeb08,colenroct08,colenrfeb09,colenroct09,colenrfeb10,colenroct10,colenrfeb11,colenroct11,colenrfeb12,colenroct12,colenrfeb13,colenroct13,colenrfeb14,colenroct14,colenrfeb15,colenroct15,colenrfeb16,colenroct16,colenrfeb17,colenroct17
810819,Male,12,1981,,,,,,,,,,,225.0,280.0,200.0,100.0,0. None,,,,,,,,,,,53.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,48.0,,,,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,,,,
810901,Male,11,1982,9.0,Never-married,,,,7 to 9 hours a week,11 to 20 hours a week,5.0,,,186.0,100.0,280.0,170.0,1. GED,,,,,,,,,,,0.0,0.0,2.0,0.0,34.0,53.0,52.0,34.0,44.0,52.0,36.0,53.0,51.0,0.0,39.0,49.0,53.0,52.0,,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled
811201,Male,3,1980,15.0,Married,,,119630.0,10 hours or more a week,3 to 10 hours a week,8.0,,,169.0,50.0,360.0,240.0,2. High School,,,,,,,,,,,0.0,4.0,27.0,13.0,51.0,33.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,52.0,53.0,51.0,,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,2. 2-year college ,2. 2-year college ,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,1. Not enrolled,3. 4-year college,3. 4-year college,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,3. 4-year college,3. 4-year college,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled
811347,Female,2,1983,,,,,,,,,,,399.0,396.0,400.0,400.0,4. Bachelors,,,,,,,,,,,53.0,31.0,27.0,43.0,52.0,53.0,42.0,49.0,48.0,51.0,52.0,49.0,52.0,49.0,11.0,,,,,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,1. Not enrolled,1. Not enrolled,3. 4-year college,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,1. Not enrolled,1. Not enrolled,,,,,,,
811402,Female,11,1983,15.0,Separated,1.0,0.0,,10 hours or more a week,3 to 10 hours a week,7.0,,,328.0,370.0,345.0,340.0,3. Associates,,,,,,,,,,,46.0,52.0,52.0,52.0,52.0,53.0,52.0,46.0,0.0,,,35.0,4.0,52.0,48.0,46.0,52.0,42.0,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,3. 4-year college,3. 4-year college,2. 2-year college ,2. 2-year college ,2. 2-year college ,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled
811404,Male,8,1980,12.0,Never-married,1.0,0.0,74000.0,4 to 6 hours a week,21 to 30 hours a week,5.0,,,207.0,,100.0,100.0,2. High School,2. Probably ,1. Definitely,3. Probably not,2. Probably ,1. Definitely,3. Probably not,2. Probably ,2. Probably ,1. Definitely,2. Probably ,34.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,51.0,51.0,53.0,52.0,52.0,52.0,52.0,53.0,43.0,,,,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled
811445,Male,8,1981,,,,,,,,,,,,,,,0. None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811654,Female,7,1980,,,,,,,,,,,301.0,287.0,262.0,260.0,2. High School,,,,,,,,,,,20.0,42.0,52.0,48.0,52.0,53.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,52.0,17.0,,,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,,,
811741,Female,1,1982,12.0,Married,3.0,0.0,,1 to 3 hours a week,3 to 10 hours a week,8.0,,,297.0,279.0,290.0,287.0,2. High School,,,,,,,,,,,17.0,51.0,52.0,52.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,2. 2-year college ,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled
811840,Male,9,1983,16.0,Never-married,,,14000.0,10 hours or more a week,3 to 10 hours a week,7.0,,,307.0,296.0,150.0,247.0,4. Bachelors,,,,,,,,,,,19.0,28.0,30.0,52.0,52.0,29.0,20.0,10.0,21.0,51.0,52.0,53.0,39.0,49.0,52.0,52.0,53.0,45.0,,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,2. 2-year college ,2. 2-year college ,2. 2-year college ,2. 2-year college ,2. 2-year college ,2. 2-year college ,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled
811972,Female,3,1980,18.0,Divorced,2.0,0.0,34000.0,10 hours or more a week,3 to 10 hours a week,4.0,,,234.0,211.0,93.0,225.0,3. Associates,,,,,,,,,,,51.0,52.0,52.0,47.0,51.0,53.0,52.0,40.0,52.0,45.0,26.0,53.0,52.0,52.0,52.0,50.0,41.0,52.0,,1. Not enrolled,1. Not enrolled,2. 2-year college ,2. 2-year college ,3. 4-year college,3. 4-year college,1. Not enrolled,1. Not enrolled,1. Not enrolled,3. 4-year college,3. 4-year college,3. 4-year college,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,1. Not enrolled,2. 2-year college ,1. Not enrolled,1. Not enrolled,1. Not enrolled,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,1. Not enrolled,1. Not enrolled,3. 4-year college,3. 4-year college,1. Not enrolled,1. Not enrolled,1. Not enrolled
812000,Female,6,1982,17.0,Married,1.0,0.0,,10 hours or more a week,11 to 20 hours a week,7.0,,,,,,,2. High School,,,,,,,,,,,4.0,11.0,21.0,18.0,16.0,53.0,52.0,52.0,50.0,52.0,52.0,53.0,52.0,44.0,51.0,52.0,53.0,45.0,,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,1. Not enrolled,3. 4-year college,3. 4-year college,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled
812039,Male,12,1984,13.0,Never-married,0.0,1.0,,4 to 6 hours a week,More than 40 hours a week,6.0,,,283.0,215.0,284.0,290.0,2. High School,,,,,,,,,,,0.0,0.0,12.0,25.0,26.0,23.0,38.0,28.0,52.0,9.0,41.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,2. 2-year college ,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,2. 2-year college ,2. 2-year college ,2. 2-year college ,2. 2-year college ,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled
812077,Female,8,1980,16.0,Separated,3.0,0.0,45000.0,10 hours or more a week,3 to 10 hours a week,6.0,,,284.0,264.0,278.0,298.0,4. Bachelors,4. Definitely not,1. Definitely,1. Definitely,1. Definitely,3. Probably not,3. Probably not,1. Definitely,1. Definitely,1. Definitely,1. Definitely,53.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,46.0,52.0,50.0,53.0,52.0,52.0,52.0,52.0,53.0,51.0,,,,1. Not enrolled,1. Not enrolled,1. Not enrolled,2. 2-year college ,2. 2-year college ,2. 2-year college ,2. 2-year college ,1. Not enrolled,2. 2-year college ,2. 2-year college ,2. 2-year college ,2. 2-year college ,2. 2-year college ,2. 2-year college ,2. 2-year college ,1. Not enrolled,2. 2-year college ,2. 2-year college ,2. 2-year college ,2. 2-year college ,2. 2-year college ,2. 2-year college ,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled
812332,Male,4,1980,12.0,Married,1.0,0.0,100000.0,10 hours or more a week,3 to 10 hours a week,7.0,,,233.0,168.0,263.0,212.0,2. High School,,,,,,,,,,,53.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,52.0,53.0,52.0,,1. Not enrolled,1. Not enrolled,1. Not enrolled,2. 2-year college ,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled
812489,Male,8,1981,12.0,Divorced,2.0,5.0,25000.0,10 hours or more a week,3 to 10 hours a week,5.0,,,231.0,200.0,255.0,100.0,2. High School,4. Definitely not,1. Definitely,1. Definitely,1. Definitely,1. Definitely,2. Probably ,,1. Definitely,2. Probably ,1. Definitely,20.0,15.0,0.0,47.0,46.0,45.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,51.0,36.0,31.0,53.0,40.0,,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled
812869,Female,6,1980,20.0,Married,2.0,0.0,69000.0,10 hours or more a week,11 to 20 hours a week,8.0,710.0,720.0,399.0,400.0,400.0,400.0,6. PhD,,,,,,,,,,,53.0,48.0,25.0,35.0,52.0,53.0,22.0,26.0,42.0,52.0,52.0,53.0,52.0,52.0,52.0,52.0,53.0,49.0,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled
812952,Female,12,1980,14.0,Married,2.0,0.0,,10 hours or more a week,3 to 10 hours a week,6.0,,,,,,,3. Associates,,,,,,,,,,,43.0,48.0,7.0,0.0,10.0,29.0,12.0,29.0,38.0,31.0,0.0,0.0,2.0,52.0,52.0,20.0,0.0,8.0,,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,3. 4-year college,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,2. 2-year college ,2. 2-year college ,2. 2-year college ,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled
812983,Female,7,1983,,,,,,,,,,,161.0,125.0,190.0,113.0,0. None,,,,,,,,,,,2.0,19.0,3.0,,,,,,,,,,,,,,,,,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813007,Male,10,1981,,,,,,,,,,,254.0,318.0,197.0,154.0,2. High School,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,,,,,,,,,,,,,,,,,,,,,,,,,,
813019,Male,11,1983,9.0,Married,0.0,1.0,68000.0,10 hours or more a week,Less than 2 hours per week,5.0,,,200.0,100.0,,,1. GED,,,,,,,,,,,16.0,12.0,24.0,1.0,52.0,53.0,52.0,44.0,52.0,1.0,0.0,44.0,52.0,52.0,52.0,52.0,53.0,52.0,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled
813123,Female,2,1983,16.0,Married,2.0,0.0,40000.0,4 to 6 hours a week,Less than 2 hours per week,6.0,,,,,,,4. Bachelors,4. Definitely not,2. Probably ,2. Probably ,1. Definitely,1. Definitely,2. Probably ,3. Probably not,1. Definitely,2. Probably ,2. Probably ,53.0,52.0,47.0,47.0,44.0,26.0,50.0,52.0,52.0,47.0,52.0,53.0,39.0,37.0,51.0,48.0,37.0,35.0,,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,2. 2-year college ,2. 2-year college ,2. 2-year college ,2. 2-year college ,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,2. 2-year college ,1. Not enrolled,1. Not enrolled,1. Not enrolled,2. 2-year college ,1. Not enrolled,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,3. 4-year college,3. 4-year college,3. 4-year college,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled
813236,Male,10,1981,11.0,Separated,,,,10 hours or more a week,3 to 10 hours a week,5.0,,,232.0,,,,2. High School,,,,,,,,,,,9.0,12.0,3.0,5.0,27.0,53.0,24.0,44.0,52.0,,,11.0,52.0,2.0,42.0,,,9.0,,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled
813379,Male,12,1981,12.0,Married,,,40000.0,10 hours or more a week,3 to 10 hours a week,7.0,,,206.0,192.0,168.0,157.0,2. High School,,,,,,,,,,,51.0,52.0,47.0,52.0,52.0,53.0,52.0,52.0,52.0,52.0,21.0,36.0,52.0,52.0,52.0,52.0,53.0,52.0,,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,3. 4-year college,3. 4-year college,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled
813380,Female,3,1982,20.0,Married,,,,10 hours or more a week,3 to 10 hours a week,7.0,,,344.0,329.0,338.0,320.0,2. High School,3. Probably not,1. Definitely,1. Definitely,1. Definitely,1. Definitely,4. Definitely not,1. Definitely,1. Definitely,2. Probably ,2. Probably ,9.0,0.0,14.0,0.0,28.0,53.0,52.0,50.0,52.0,52.0,47.0,46.0,42.0,45.0,52.0,48.0,25.0,47.0,,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,3. 4-year college,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,2. 2-year college ,1. Not enrolled,1. Not enrolled,2. 2-year college ,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,2. 2-year college ,2. 2-year college ,2. 2-year college ,2. 2-year college ,1. Not enrolled,2. 2-year college ,2. 2-year college ,,,,2. 2-year college 
813451,Female,1,1983,15.0,Married,,,37000.0,7 to 9 hours a week,3 to 10 hours a week,7.0,,,,,,,2. High School,,,,,,,,,,,0.0,0.0,0.0,6.0,50.0,53.0,52.0,46.0,51.0,49.0,50.0,53.0,52.0,52.0,52.0,52.0,53.0,26.0,,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,2. 2-year college ,2. 2-year college ,2. 2-year college ,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled
813556,Male,9,1980,,,,,,,,,,,261.0,266.0,288.0,196.0,2. High School,,,,,,,,,,,53.0,20.0,,,,,,,,,,,,,,,,,,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813753,Female,2,1980,7.0,Never-married,1.0,0.0,25000.0,10 hours or more a week,11 to 20 hours a week,9.0,,,,,,,1. GED,,,,,,,,,,,5.0,17.0,50.0,52.0,48.0,53.0,16.0,35.0,48.0,0.0,0.0,52.0,52.0,28.0,0.0,0.0,35.0,48.0,,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled,1. Not enrolled
